| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0786-SLIT1038-DET01 |       786.0 |        0.110 |      3.00 |    5.030 |  0.25 |  0.049 |
| 1038 | SPAT0790-SLIT1038-DET01 |       789.8 |        0.116 |      3.00 |    3.903 |  0.23 |  0.049 |
| 1038 | SPAT0888-SLIT1038-DET01 |       888.3 |        0.269 |      3.00 |    5.877 |  0.37 |  0.049 |
| 1038 | SPAT0899-SLIT1038-DET01 |       899.3 |        0.285 |      3.00 |    1.928 |  0.53 |  0.049 |
| 1038 | SPAT0940-SLIT1038-DET01 |       940.2 |        0.350 |      3.00 |    0.758 |  1.27 |  0.049 |
| 1038 | SPAT0983-SLIT1038-DET01 |       983.2 |        0.416 |      3.00 |    0.577 | 22.11 |  0.049 |
| 1038 | SPAT1210-SLIT1038-DET01 |      1210.4 |        0.770 |      3.00 |    1.389 |  2.08 |  0.049 |
| 1038 | SPAT1234-SLIT1038-DET01 |      1234.1 |        0.808 |      3.00 |    1.780 |  0.57 |  0.049 |
| 1038 | SPAT1263-SLIT1038-DET01 |      1262.9 |        0.852 |      3.00 |    6.508 |  0.83 |  0.049 |
| 1038 | SPAT1316-SLIT1038-DET01 |      1315.6 |        0.935 |      3.00 |   24.612 |  1.24 |  0.049 |
