| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1038 | SPAT0724-SLIT1038-DET01 |       723.5 |        0.013 |      3.00 |    1.259 |  0.07 |  0.049 |
| 1038 | SPAT0752-SLIT1038-DET01 |       751.9 |        0.056 |      3.00 |    6.441 |  0.19 |  0.049 |
| 1038 | SPAT0759-SLIT1038-DET01 |       758.8 |        0.069 |      3.00 |    6.660 |  0.24 |  0.049 |
| 1038 | SPAT0795-SLIT1038-DET01 |       794.8 |        0.123 |      3.00 |    4.011 |  0.23 |  0.049 |
| 1038 | SPAT0895-SLIT1038-DET01 |       894.8 |        0.279 |      3.00 |    3.253 |  0.23 |  0.049 |
| 1038 | SPAT0931-SLIT1038-DET01 |       930.7 |        0.334 |      3.00 |    0.615 |  1.08 |  0.049 |
| 1038 | SPAT0973-SLIT1038-DET01 |       973.0 |        0.400 |      3.00 |    0.755 |  1.24 |  0.049 |
| 1038 | SPAT1068-SLIT1038-DET01 |      1068.0 |        0.548 |      3.00 |    0.651 | 49.25 |  0.049 |
| 1038 | SPAT1214-SLIT1038-DET01 |      1214.4 |        0.778 |      3.00 |    4.195 |  0.10 |  0.049 |
| 1038 | SPAT1262-SLIT1038-DET01 |      1262.4 |        0.852 |      3.00 |    5.636 |  0.46 |  0.049 |
