| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |  s2n |
| 1032 | SPAT0018-SLIT1032-DET01 |        18.1 |        0.004 |      3.00 |    2.776 | 0.27 |
| 1032 | SPAT0269-SLIT1032-DET01 |       269.3 |        0.126 |      3.00 |    3.505 | 0.51 |
| 1032 | SPAT0458-SLIT1032-DET01 |       458.0 |        0.219 |      3.00 |    1.883 | 1.23 |
| 1032 | SPAT0667-SLIT1032-DET01 |       667.4 |        0.322 |      3.00 |    1.459 | 0.52 |
| 1032 | SPAT0837-SLIT1032-DET01 |       837.4 |        0.404 |      3.00 |    3.830 | 0.51 |
| 1032 | SPAT0844-SLIT1032-DET01 |       843.5 |        0.408 |      3.00 |    3.850 | 0.51 |
| 1032 | SPAT1046-SLIT1032-DET01 |      1046.3 |        0.507 |      3.00 |    0.725 | 1.38 |
| 1032 | SPAT1732-SLIT1032-DET01 |      1732.4 |        0.843 |      3.00 |    3.741 | 0.68 |
| 1032 | SPAT1739-SLIT1032-DET01 |      1739.1 |        0.846 |      3.00 |    3.722 | 0.63 |
| 1032 | SPAT2043-SLIT1032-DET01 |      2043.4 |        0.995 |      3.00 |    3.111 | 0.49 |
