| slit |                    name | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | wv_rms |
| 1020 | SPAT0882-SLIT1020-DET01 |       881.8 |        0.432 |      3.00 |   50.254 |  9.22 |  0.086 |
| 1020 | SPAT0969-SLIT1020-DET01 |       969.2 |        0.475 |      3.00 |   13.581 | 10.00 |  0.086 |
| 1020 | SPAT0995-SLIT1020-DET01 |       995.5 |        0.488 |      3.00 |   13.216 |  8.68 |  0.086 |
| 1020 | SPAT1013-SLIT1020-DET01 |      1012.8 |        0.496 |      3.00 |    0.910 |  3.23 |  0.086 |
| 1020 | SPAT1057-SLIT1020-DET01 |      1057.0 |        0.519 |      3.00 |    5.977 |  6.56 |  0.086 |
| 1020 | SPAT1102-SLIT1020-DET01 |      1101.8 |        0.541 |      3.00 |   48.656 | 10.78 |  0.086 |
| 1020 | SPAT1146-SLIT1020-DET01 |      1145.9 |        0.563 |      3.00 |   49.574 | 12.44 |  0.086 |
| 1020 | SPAT1943-SLIT1020-DET01 |      1942.8 |        0.956 |      3.00 |    1.035 |  2.31 |  0.086 |
| 1020 | SPAT1971-SLIT1020-DET01 |      1970.6 |        0.969 |      3.00 |   13.995 |  5.73 |  0.086 |
| 1020 | SPAT1986-SLIT1020-DET01 |      1985.9 |        0.978 |      3.00 |   12.539 |  5.78 |  0.086 |
